--> Epoch 0: loss 3.6534; accuracy: 0.0270; best accuracy: 0.0270
--> Epoch 112: loss 2.2336; accuracy: 0.3622; best accuracy: 0.5297
--> Epoch 113: loss 2.3166; accuracy: 0.4378; best accuracy: 0.5297
--> Epoch 114: loss 2.2618; accuracy: 0.2919; best accuracy: 0.5297
--> Epoch 115: loss 2.2557; accuracy: 0.3838; best accuracy: 0.5297
--> Epoch 116: loss 2.2027; accuracy: 0.4378; best accuracy: 0.5297
--> Epoch 117: loss 2.2886; accuracy: 0.3189; best accuracy: 0.5297
--> Epoch 118: loss 2.1660; accuracy: 0.4486; best accuracy: 0.5297
--> Epoch 119: loss 2.2606; accuracy: 0.3676; best accuracy: 0.5297
--> Epoch 120: loss 2.1495; accuracy: 0.3892; best accuracy: 0.5297
--> Epoch 121: loss 2.2290; accuracy: 0.4000; best accuracy: 0.5297
--> Epoch 122: loss 2.1789; accuracy: 0.3730; best accuracy: 0.5297
--> Epoch 123: loss 2.0821; accuracy: 0.3135; best accuracy: 0.5297
--> Epoch 124: loss 2.2072; accuracy: 0.5676; best accuracy: 0.5676
--> Epoch 125: loss 2.1351; accuracy: 0.4378; best accuracy: 0.5676
--> Epoch 126: loss 2.2577; accuracy: 0.4865; best accuracy: 0.5676
--> Epoch 127: loss 2.1130; accuracy: 0.3838; best accuracy: 0.5676
--> Epoch 128: loss 2.0921; accuracy: 0.3405; best accuracy: 0.5676
--> Epoch 129: loss 2.0284; accuracy: 0.3405; best accuracy: 0.5676
--> Epoch 130: loss 1.9917; accuracy: 0.3243; best accuracy: 0.5676
--> Epoch 131: loss 2.3181; accuracy: 0.2757; best accuracy: 0.5676
--> Epoch 132: loss 2.2355; accuracy: 0.2649; best accuracy: 0.5676
--> Epoch 133: loss 2.1078; accuracy: 0.3135; best accuracy: 0.5676
--> Epoch 134: loss 2.2476; accuracy: 0.4054; best accuracy: 0.5676
--> Epoch 135: loss 2.1272; accuracy: 0.4270; best accuracy: 0.5676
--> Epoch 136: loss 2.0441; accuracy: 0.3351; best accuracy: 0.5676
--> Epoch 137: loss 2.0688; accuracy: 0.3405; best accuracy: 0.5676
--> Epoch 138: loss 2.0410; accuracy: 0.4649; best accuracy: 0.5676
--> Epoch 139: loss 2.0848; accuracy: 0.4595; best accuracy: 0.5676
--> Epoch 140: loss 2.0387; accuracy: 0.4757; best accuracy: 0.5676
--> Epoch 141: loss 2.0066; accuracy: 0.5892; best accuracy: 0.5892
--> Epoch 142: loss 2.0621; accuracy: 0.4595; best accuracy: 0.5892
--> Epoch 143: loss 2.0357; accuracy: 0.5838; best accuracy: 0.5892
--> Epoch 144: loss 2.0820; accuracy: 0.5243; best accuracy: 0.5892
--> Epoch 145: loss 2.0039; accuracy: 0.4703; best accuracy: 0.5892
--> Epoch 146: loss 2.1559; accuracy: 0.6216; best accuracy: 0.6216
--> Epoch 147: loss 2.0381; accuracy: 0.4757; best accuracy: 0.6216
--> Epoch 148: loss 2.0786; accuracy: 0.5514; best accuracy: 0.6216
--> Epoch 149: loss 2.2231; accuracy: 0.5946; best accuracy: 0.6216
--> Epoch 150: loss 2.0575; accuracy: 0.4757; best accuracy: 0.6216
--> Epoch 151: loss 2.1207; accuracy: 0.5189; best accuracy: 0.6216
--> Epoch 152: loss 1.9876; accuracy: 0.6270; best accuracy: 0.6270
--> Epoch 153: loss 2.0091; accuracy: 0.4541; best accuracy: 0.6270
--> Epoch 154: loss 1.9665; accuracy: 0.5784; best accuracy: 0.6270
--> Epoch 155: loss 1.9971; accuracy: 0.5351; best accuracy: 0.6270
--> Epoch 156: loss 1.9638; accuracy: 0.5676; best accuracy: 0.6270
--> Epoch 157: loss 1.9829; accuracy: 0.4811; best accuracy: 0.6270
--> Epoch 158: loss 2.0740; accuracy: 0.4757; best accuracy: 0.6270
--> Epoch 159: loss 1.9012; accuracy: 0.5514; best accuracy: 0.6270
--> Epoch 160: loss 1.9454; accuracy: 0.4378; best accuracy: 0.6270
--> Epoch 161: loss 1.9268; accuracy: 0.5838; best accuracy: 0.6270
--> Epoch 162: loss 2.0077; accuracy: 0.3892; best accuracy: 0.6270
--> Epoch 163: loss 2.0276; accuracy: 0.4270; best accuracy: 0.6270
--> Epoch 164: loss 2.0809; accuracy: 0.3297; best accuracy: 0.6270
--> Epoch 165: loss 1.9150; accuracy: 0.3027; best accuracy: 0.6270
--> Epoch 166: loss 1.9294; accuracy: 0.5081; best accuracy: 0.6270
--> Epoch 167: loss 1.8848; accuracy: 0.4108; best accuracy: 0.6270
--> Epoch 168: loss 2.0608; accuracy: 0.3892; best accuracy: 0.6270
--> Epoch 169: loss 1.8781; accuracy: 0.4865; best accuracy: 0.6270
--> Epoch 170: loss 1.9071; accuracy: 0.4919; best accuracy: 0.6270
--> Epoch 171: loss 2.0533; accuracy: 0.3838; best accuracy: 0.6270
--> Epoch 172: loss 1.8700; accuracy: 0.5784; best accuracy: 0.6270
--> Epoch 173: loss 1.8986; accuracy: 0.4757; best accuracy: 0.6270
--> Epoch 174: loss 1.8805; accuracy: 0.3676; best accuracy: 0.6270
--> Epoch 175: loss 1.8958; accuracy: 0.5730; best accuracy: 0.6270
--> Epoch 176: loss 2.1583; accuracy: 0.4270; best accuracy: 0.6270
--> Epoch 177: loss 1.8356; accuracy: 0.4216; best accuracy: 0.6270
--> Epoch 178: loss 1.7268; accuracy: 0.4486; best accuracy: 0.6270
--> Epoch 179: loss 1.7619; accuracy: 0.4865; best accuracy: 0.6270
--> Epoch 180: loss 2.0117; accuracy: 0.5243; best accuracy: 0.6270
--> Epoch 181: loss 1.8692; accuracy: 0.5189; best accuracy: 0.6270
--> Epoch 182: loss 1.9774; accuracy: 0.5622; best accuracy: 0.6270
--> Epoch 183: loss 1.6974; accuracy: 0.6108; best accuracy: 0.6270
--> Epoch 184: loss 1.6300; accuracy: 0.5946; best accuracy: 0.6270
--> Epoch 185: loss 1.8901; accuracy: 0.4865; best accuracy: 0.6270
--> Epoch 186: loss 1.9468; accuracy: 0.5892; best accuracy: 0.6270
--> Epoch 187: loss 1.8737; accuracy: 0.5622; best accuracy: 0.6270
--> Epoch 188: loss 1.8263; accuracy: 0.6270; best accuracy: 0.6270
--> Epoch 189: loss 1.8821; accuracy: 0.5568; best accuracy: 0.6270
--> Epoch 190: loss 1.8333; accuracy: 0.6162; best accuracy: 0.6270
--> Epoch 191: loss 1.6631; accuracy: 0.4216; best accuracy: 0.6270
--> Epoch 192: loss 1.6926; accuracy: 0.5838; best accuracy: 0.6270
--> Epoch 193: loss 1.7248; accuracy: 0.6162; best accuracy: 0.6270
--> Epoch 194: loss 1.8389; accuracy: 0.5676; best accuracy: 0.6270
--> Epoch 195: loss 1.7673; accuracy: 0.5568; best accuracy: 0.6270
--> Epoch 196: loss 1.7944; accuracy: 0.5730; best accuracy: 0.6270
--> Epoch 197: loss 1.6758; accuracy: 0.5514; best accuracy: 0.6270
--> Epoch 198: loss 1.7521; accuracy: 0.6432; best accuracy: 0.6432
--> Epoch 199: loss 1.8148; accuracy: 0.6000; best accuracy: 0.6432
--> Epoch 200: loss 1.8273; accuracy: 0.5351; best accuracy: 0.6432
--> Epoch 201: loss 1.6310; accuracy: 0.6270; best accuracy: 0.6432
--> Epoch 202: loss 1.7422; accuracy: 0.6595; best accuracy: 0.6595
--> Epoch 203: loss 1.6330; accuracy: 0.5838; best accuracy: 0.6595
--> Epoch 204: loss 1.5781; accuracy: 0.5622; best accuracy: 0.6595
--> Epoch 205: loss 1.5888; accuracy: 0.6811; best accuracy: 0.6811
--> Epoch 206: loss 1.6864; accuracy: 0.6108; best accuracy: 0.6811
--> Epoch 207: loss 1.6917; accuracy: 0.6432; best accuracy: 0.6811
--> Epoch 208: loss 1.5989; accuracy: 0.6162; best accuracy: 0.6811
--> Epoch 209: loss 1.6096; accuracy: 0.6595; best accuracy: 0.6811
--> Epoch 210: loss 1.7679; accuracy: 0.6865; best accuracy: 0.6865
--> Epoch 211: loss 1.6300; accuracy: 0.5297; best accuracy: 0.6865
--> Epoch 212: loss 1.5547; accuracy: 0.5946; best accuracy: 0.6865
--> Epoch 213: loss 1.7463; accuracy: 0.5838; best accuracy: 0.6865
--> Epoch 214: loss 1.6548; accuracy: 0.4649; best accuracy: 0.6865
--> Epoch 215: loss 1.6038; accuracy: 0.5297; best accuracy: 0.6865
--> Epoch 216: loss 1.8883; accuracy: 0.6378; best accuracy: 0.6865
--> Epoch 217: loss 1.6019; accuracy: 0.4919; best accuracy: 0.6865
--> Epoch 218: loss 1.4837; accuracy: 0.5459; best accuracy: 0.6865
--> Epoch 219: loss 1.6415; accuracy: 0.6378; best accuracy: 0.6865
--> Epoch 220: loss 1.7571; accuracy: 0.4649; best accuracy: 0.6865
--> Epoch 221: loss 1.6197; accuracy: 0.5568; best accuracy: 0.6865
--> Epoch 222: loss 1.6873; accuracy: 0.5784; best accuracy: 0.6865
--> Epoch 223: loss 1.7699; accuracy: 0.4595; best accuracy: 0.6865
--> Epoch 224: loss 1.5548; accuracy: 0.6324; best accuracy: 0.6865
--> Epoch 225: loss 1.5780; accuracy: 0.5946; best accuracy: 0.6865
--> Epoch 226: loss 1.5950; accuracy: 0.5784; best accuracy: 0.6865
--> Epoch 227: loss 1.5982; accuracy: 0.6703; best accuracy: 0.6865
--> Epoch 228: loss 1.5794; accuracy: 0.5405; best accuracy: 0.6865
--> Epoch 229: loss 1.8005; accuracy: 0.5081; best accuracy: 0.6865
--> Epoch 230: loss 1.5499; accuracy: 0.6270; best accuracy: 0.6865
--> Epoch 231: loss 1.6606; accuracy: 0.4811; best accuracy: 0.6865
--> Epoch 232: loss 1.5607; accuracy: 0.4486; best accuracy: 0.6865
--> Epoch 233: loss 1.5873; accuracy: 0.5081; best accuracy: 0.6865
--> Epoch 234: loss 1.5901; accuracy: 0.5784; best accuracy: 0.6865
--> Epoch 235: loss 1.6599; accuracy: 0.4486; best accuracy: 0.6865
--> Epoch 236: loss 1.4023; accuracy: 0.6757; best accuracy: 0.6865
--> Epoch 237: loss 1.4982; accuracy: 0.4486; best accuracy: 0.6865
--> Epoch 238: loss 1.7027; accuracy: 0.5514; best accuracy: 0.6865
--> Epoch 239: loss 1.7380; accuracy: 0.4757; best accuracy: 0.6865
--> Epoch 240: loss 1.4837; accuracy: 0.4703; best accuracy: 0.6865
--> Epoch 241: loss 1.6225; accuracy: 0.5568; best accuracy: 0.6865
--> Epoch 242: loss 1.6311; accuracy: 0.3459; best accuracy: 0.6865
--> Epoch 243: loss 1.4292; accuracy: 0.6162; best accuracy: 0.6865
--> Epoch 244: loss 1.5377; accuracy: 0.4973; best accuracy: 0.6865
--> Epoch 245: loss 1.5374; accuracy: 0.5676; best accuracy: 0.6865
--> Epoch 246: loss 1.4708; accuracy: 0.5568; best accuracy: 0.6865
--> Epoch 247: loss 1.7148; accuracy: 0.5892; best accuracy: 0.6865
--> Epoch 248: loss 1.4896; accuracy: 0.7027; best accuracy: 0.7027
--> Epoch 249: loss 1.4895; accuracy: 0.6595; best accuracy: 0.7027
--> Epoch 250: loss 1.4580; accuracy: 0.6757; best accuracy: 0.7027
--> Epoch 251: loss 1.6676; accuracy: 0.6649; best accuracy: 0.7027
--> Epoch 252: loss 1.4747; accuracy: 0.6216; best accuracy: 0.7027
--> Epoch 253: loss 1.4194; accuracy: 0.6757; best accuracy: 0.7027
--> Epoch 254: loss 1.4913; accuracy: 0.5622; best accuracy: 0.7027
--> Epoch 255: loss 1.4891; accuracy: 0.5243; best accuracy: 0.7027
--> Epoch 256: loss 1.4035; accuracy: 0.6757; best accuracy: 0.7027
--> Epoch 257: loss 1.5368; accuracy: 0.5622; best accuracy: 0.7027
--> Epoch 258: loss 1.7252; accuracy: 0.6270; best accuracy: 0.7027
--> Epoch 259: loss 1.3988; accuracy: 0.6486; best accuracy: 0.7027
--> Epoch 260: loss 1.4761; accuracy: 0.5838; best accuracy: 0.7027
--> Epoch 261: loss 1.4287; accuracy: 0.6757; best accuracy: 0.7027
--> Epoch 262: loss 1.4295; accuracy: 0.6324; best accuracy: 0.7027
--> Epoch 263: loss 1.5924; accuracy: 0.6973; best accuracy: 0.7027
--> Epoch 264: loss 1.4820; accuracy: 0.5351; best accuracy: 0.7027
--> Epoch 265: loss 1.5340; accuracy: 0.6811; best accuracy: 0.7027
--> Epoch 266: loss 1.5334; accuracy: 0.6703; best accuracy: 0.7027
--> Epoch 267: loss 1.5856; accuracy: 0.7189; best accuracy: 0.7189
--> Epoch 268: loss 1.4693; accuracy: 0.6595; best accuracy: 0.7189
--> Epoch 269: loss 1.3212; accuracy: 0.6595; best accuracy: 0.7189
--> Epoch 270: loss 1.4503; accuracy: 0.6811; best accuracy: 0.7189
--> Epoch 271: loss 1.3842; accuracy: 0.7081; best accuracy: 0.7189
--> Epoch 272: loss 1.4914; accuracy: 0.6973; best accuracy: 0.7189
--> Epoch 273: loss 1.3897; accuracy: 0.7081; best accuracy: 0.7189
--> Epoch 274: loss 1.3370; accuracy: 0.7189; best accuracy: 0.7189
--> Epoch 275: loss 1.5276; accuracy: 0.6649; best accuracy: 0.7189
--> Epoch 276: loss 1.4283; accuracy: 0.6054; best accuracy: 0.7189
--> Epoch 277: loss 1.3161; accuracy: 0.6324; best accuracy: 0.7189
--> Epoch 278: loss 1.4835; accuracy: 0.6486; best accuracy: 0.7189
--> Epoch 279: loss 1.3844; accuracy: 0.5514; best accuracy: 0.7189
--> Epoch 280: loss 1.5008; accuracy: 0.6486; best accuracy: 0.7189
--> Epoch 281: loss 1.1858; accuracy: 0.5892; best accuracy: 0.7189
--> Epoch 282: loss 1.2869; accuracy: 0.6649; best accuracy: 0.7189
--> Epoch 283: loss 1.4626; accuracy: 0.6432; best accuracy: 0.7189
--> Epoch 284: loss 1.3694; accuracy: 0.6108; best accuracy: 0.7189
--> Epoch 285: loss 1.4265; accuracy: 0.6054; best accuracy: 0.7189
--> Epoch 286: loss 1.3780; accuracy: 0.6054; best accuracy: 0.7189
--> Epoch 287: loss 1.3783; accuracy: 0.6595; best accuracy: 0.7189
--> Epoch 288: loss 1.3067; accuracy: 0.5189; best accuracy: 0.7189
--> Epoch 289: loss 1.2765; accuracy: 0.4865; best accuracy: 0.7189
--> Epoch 290: loss 1.3417; accuracy: 0.7081; best accuracy: 0.7189
--> Epoch 291: loss 1.4807; accuracy: 0.5081; best accuracy: 0.7189
--> Epoch 292: loss 1.4838; accuracy: 0.6054; best accuracy: 0.7189
--> Epoch 293: loss 1.4525; accuracy: 0.6703; best accuracy: 0.7189
--> Epoch 294: loss 1.4601; accuracy: 0.5189; best accuracy: 0.7189
--> Epoch 295: loss 1.3326; accuracy: 0.5568; best accuracy: 0.7189
--> Epoch 296: loss 1.4909; accuracy: 0.6108; best accuracy: 0.7189
--> Epoch 297: loss 1.4621; accuracy: 0.4703; best accuracy: 0.7189
--> Epoch 298: loss 1.3477; accuracy: 0.4757; best accuracy: 0.7189
--> Epoch 299: loss 1.3722; accuracy: 0.5946; best accuracy: 0.7189
--> Epoch 300: loss 1.4876; accuracy: 0.5892; best accuracy: 0.7189
--> Epoch 301: loss 1.3749; accuracy: 0.6595; best accuracy: 0.7189
--> Epoch 302: loss 1.4611; accuracy: 0.5676; best accuracy: 0.7189
--> Epoch 303: loss 1.4126; accuracy: 0.5514; best accuracy: 0.7189
--> Epoch 304: loss 1.5819; accuracy: 0.6054; best accuracy: 0.7189
--> Epoch 305: loss 1.3303; accuracy: 0.6108; best accuracy: 0.7189
--> Epoch 306: loss 1.2886; accuracy: 0.6649; best accuracy: 0.7189
--> Epoch 307: loss 1.3097; accuracy: 0.6486; best accuracy: 0.7189
--> Epoch 308: loss 1.3265; accuracy: 0.6216; best accuracy: 0.7189
--> Epoch 309: loss 1.2149; accuracy: 0.6486; best accuracy: 0.7189
--> Epoch 310: loss 1.4837; accuracy: 0.6595; best accuracy: 0.7189
--> Epoch 311: loss 1.2581; accuracy: 0.4541; best accuracy: 0.7189
--> Epoch 312: loss 1.3356; accuracy: 0.5568; best accuracy: 0.7189
--> Epoch 313: loss 1.2298; accuracy: 0.6811; best accuracy: 0.7189
--> Epoch 314: loss 1.2860; accuracy: 0.5946; best accuracy: 0.7189
--> Epoch 315: loss 1.2727; accuracy: 0.7027; best accuracy: 0.7189
--> Epoch 316: loss 1.4402; accuracy: 0.6811; best accuracy: 0.7189
--> Epoch 317: loss 1.2619; accuracy: 0.6919; best accuracy: 0.7189
--> Epoch 318: loss 1.2686; accuracy: 0.7459; best accuracy: 0.7459
--> Epoch 319: loss 1.5849; accuracy: 0.6865; best accuracy: 0.7459
--> Epoch 320: loss 1.0910; accuracy: 0.7027; best accuracy: 0.7459
--> Epoch 321: loss 1.2933; accuracy: 0.5730; best accuracy: 0.7459
--> Epoch 322: loss 1.3216; accuracy: 0.6432; best accuracy: 0.7459
--> Epoch 323: loss 1.3865; accuracy: 0.6973; best accuracy: 0.7459
--> Epoch 324: loss 1.4503; accuracy: 0.7351; best accuracy: 0.7459
--> Epoch 325: loss 1.3573; accuracy: 0.7135; best accuracy: 0.7459
--> Epoch 326: loss 1.1981; accuracy: 0.6811; best accuracy: 0.7459
--> Epoch 327: loss 1.4596; accuracy: 0.6378; best accuracy: 0.7459
--> Epoch 328: loss 1.3255; accuracy: 0.7135; best accuracy: 0.7459
--> Epoch 329: loss 1.3323; accuracy: 0.7081; best accuracy: 0.7459
--> Epoch 330: loss 1.1794; accuracy: 0.6757; best accuracy: 0.7459
--> Epoch 331: loss 1.1946; accuracy: 0.6757; best accuracy: 0.7459
--> Epoch 332: loss 1.1932; accuracy: 0.6919; best accuracy: 0.7459
--> Epoch 333: loss 1.2713; accuracy: 0.6865; best accuracy: 0.7459
--> Epoch 334: loss 1.3133; accuracy: 0.6486; best accuracy: 0.7459
--> Epoch 335: loss 1.2272; accuracy: 0.7243; best accuracy: 0.7459
--> Epoch 336: loss 1.1547; accuracy: 0.7081; best accuracy: 0.7459
--> Epoch 337: loss 1.4565; accuracy: 0.6108; best accuracy: 0.7459
--> Epoch 338: loss 1.2054; accuracy: 0.6000; best accuracy: 0.7459
--> Epoch 339: loss 1.2757; accuracy: 0.6919; best accuracy: 0.7459
--> Epoch 340: loss 1.0979; accuracy: 0.7189; best accuracy: 0.7459
--> Epoch 341: loss 1.3323; accuracy: 0.5622; best accuracy: 0.7459
--> Epoch 342: loss 1.2372; accuracy: 0.6270; best accuracy: 0.7459
--> Epoch 343: loss 1.1277; accuracy: 0.6865; best accuracy: 0.7459
--> Epoch 344: loss 1.3876; accuracy: 0.7135; best accuracy: 0.7459
--> Epoch 345: loss 1.1175; accuracy: 0.6973; best accuracy: 0.7459
--> Epoch 346: loss 1.2805; accuracy: 0.7135; best accuracy: 0.7459
--> Epoch 347: loss 1.0812; accuracy: 0.6162; best accuracy: 0.7459
