--> Epoch 0: loss 2.2999; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 1: loss 2.2057; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 2: loss 2.1244; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 3: loss 2.0560; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 4: loss 2.0136; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 5: loss 1.9449; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 6: loss 1.8864; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 7: loss 1.8695; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 8: loss 1.8045; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 9: loss 1.7742; accuracy: 0.1000; best accuracy: 0.1000
--> Epoch 10: loss 1.7609; accuracy: 0.0000; best accuracy: 0.1000
--> Epoch 11: loss 1.7043; accuracy: 0.0000; best accuracy: 0.1000
--> Epoch 12: loss 1.6633; accuracy: 0.0000; best accuracy: 0.1000
--> Epoch 13: loss 1.6317; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 14: loss 1.6068; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 15: loss 1.5565; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 16: loss 1.5333; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 17: loss 1.4914; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 18: loss 1.4601; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 19: loss 1.4235; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 20: loss 1.3987; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 21: loss 1.3711; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 22: loss 1.3673; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 23: loss 1.3298; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 24: loss 1.2756; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 25: loss 1.2468; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 26: loss 1.2300; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 27: loss 1.1839; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 28: loss 1.1561; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 29: loss 1.1266; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 30: loss 1.1223; accuracy: 0.5000; best accuracy: 0.5000
--> Epoch 31: loss 1.0928; accuracy: 0.6000; best accuracy: 0.6000
--> Epoch 32: loss 1.0689; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 33: loss 1.0621; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 34: loss 1.0173; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 35: loss 0.9888; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 36: loss 0.9753; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 37: loss 0.9515; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 38: loss 0.9370; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 39: loss 0.9192; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 40: loss 0.9059; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 41: loss 0.8638; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 42: loss 0.8647; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 43: loss 0.8202; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 44: loss 0.8153; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 45: loss 0.7859; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 46: loss 0.7647; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 47: loss 0.7500; accuracy: 0.8000; best accuracy: 0.8000
--> Epoch 48: loss 0.7223; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 49: loss 0.7308; accuracy: 0.8000; best accuracy: 0.9000
--> Epoch 50: loss 0.7104; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 51: loss 0.6948; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 52: loss 0.6796; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 53: loss 0.6473; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 54: loss 0.6369; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 55: loss 0.6635; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 56: loss 0.6103; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 57: loss 0.6078; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 58: loss 0.5970; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 59: loss 0.5736; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 60: loss 0.5436; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 61: loss 0.5875; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 62: loss 0.5242; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 63: loss 0.5378; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 64: loss 0.5236; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 65: loss 0.5244; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 66: loss 0.4923; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 67: loss 0.4979; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 68: loss 0.4851; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 69: loss 0.4730; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 70: loss 0.4557; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 71: loss 0.4556; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 72: loss 0.4541; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 73: loss 0.4483; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 74: loss 0.4324; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 75: loss 0.4285; accuracy: 0.9000; best accuracy: 0.9000
--> Epoch 76: loss 0.4226; accuracy: 0.9000; best accuracy: 0.9000
