--> Epoch 0: loss 1.6653; accuracy: 0.2000; best accuracy: 0.2000
--> Epoch 84: loss 0.4182; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 85: loss 0.4103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 86: loss 0.3994; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 87: loss 0.3947; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 88: loss 0.3862; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 89: loss 0.3783; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 90: loss 0.3705; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 91: loss 0.3635; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 92: loss 0.3572; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 93: loss 0.3504; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 94: loss 0.3429; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 95: loss 0.3357; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 96: loss 0.3276; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 97: loss 0.3196; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 98: loss 0.3132; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 99: loss 0.3059; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 100: loss 0.3010; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 101: loss 0.3001; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 102: loss 0.3013; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 103: loss 0.2947; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 104: loss 0.2756; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 105: loss 0.2731; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 106: loss 0.2721; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 107: loss 0.2582; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 108: loss 0.2526; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 109: loss 0.2483; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 110: loss 0.2426; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 111: loss 0.2312; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 112: loss 0.2308; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 113: loss 0.2212; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 114: loss 0.2160; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 115: loss 0.2099; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 116: loss 0.2070; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 117: loss 0.1988; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 118: loss 0.1933; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 119: loss 0.1905; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 120: loss 0.1845; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 121: loss 0.1834; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 122: loss 0.1811; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 123: loss 0.1725; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 124: loss 0.1671; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 125: loss 0.1660; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 126: loss 0.1596; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 127: loss 0.1533; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 128: loss 0.1523; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 129: loss 0.1501; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 130: loss 0.1485; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 131: loss 0.1403; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 132: loss 0.1401; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 133: loss 0.1368; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 134: loss 0.1319; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 135: loss 0.1293; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 136: loss 0.1310; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 137: loss 0.1235; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 138: loss 0.1199; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 139: loss 0.1168; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 140: loss 0.1137; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 141: loss 0.1109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 142: loss 0.1100; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 143: loss 0.1110; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 144: loss 0.1049; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 145: loss 0.1018; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 146: loss 0.0995; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 147: loss 0.1001; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 148: loss 0.1034; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 149: loss 0.0945; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 150: loss 0.0942; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 151: loss 0.0975; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 152: loss 0.0901; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 153: loss 0.0973; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 154: loss 0.0867; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 155: loss 0.0880; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 156: loss 0.0861; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 157: loss 0.0814; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 158: loss 0.0824; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 159: loss 0.0780; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 160: loss 0.0780; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 161: loss 0.0780; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 162: loss 0.0735; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 163: loss 0.0758; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 164: loss 0.0715; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 165: loss 0.0706; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 166: loss 0.0709; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 167: loss 0.0661; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 168: loss 0.0659; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 169: loss 0.0657; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 170: loss 0.0625; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 171: loss 0.0612; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 172: loss 0.0618; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 173: loss 0.0605; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 174: loss 0.0576; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 175: loss 0.0577; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 176: loss 0.0575; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 177: loss 0.0545; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 178: loss 0.0539; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 179: loss 0.0540; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 180: loss 0.0520; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 181: loss 0.0506; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 182: loss 0.0504; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 183: loss 0.0502; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 184: loss 0.0496; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 185: loss 0.0480; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 186: loss 0.0465; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 187: loss 0.0458; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 188: loss 0.0450; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 189: loss 0.0441; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 190: loss 0.0436; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 191: loss 0.0432; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 192: loss 0.0431; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 193: loss 0.0435; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 194: loss 0.0428; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 195: loss 0.0413; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 196: loss 0.0398; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 197: loss 0.0390; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 198: loss 0.0389; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 199: loss 0.0395; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 200: loss 0.0412; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 201: loss 0.0393; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 202: loss 0.0366; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 203: loss 0.0360; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 204: loss 0.0379; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 205: loss 0.0416; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 206: loss 0.0361; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 207: loss 0.0356; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 208: loss 0.0384; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 209: loss 0.0338; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 210: loss 0.0356; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 211: loss 0.0376; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 212: loss 0.0326; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 213: loss 0.0380; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 214: loss 0.0335; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 215: loss 0.0330; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 216: loss 0.0347; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 217: loss 0.0307; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 218: loss 0.0313; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 219: loss 0.0308; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 220: loss 0.0295; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 221: loss 0.0299; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 222: loss 0.0282; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 223: loss 0.0289; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 224: loss 0.0295; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 225: loss 0.0271; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 226: loss 0.0285; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 227: loss 0.0283; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 228: loss 0.0267; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 229: loss 0.0279; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 230: loss 0.0262; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 231: loss 0.0258; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 232: loss 0.0274; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 233: loss 0.0265; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 234: loss 0.0248; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 235: loss 0.0264; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 236: loss 0.0246; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 237: loss 0.0244; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 238: loss 0.0246; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 239: loss 0.0231; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 240: loss 0.0236; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 241: loss 0.0230; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 242: loss 0.0224; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 243: loss 0.0227; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 244: loss 0.0222; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 245: loss 0.0215; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 246: loss 0.0212; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 247: loss 0.0213; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 248: loss 0.0209; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 249: loss 0.0205; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 250: loss 0.0204; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 251: loss 0.0201; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 252: loss 0.0199; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 253: loss 0.0196; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 254: loss 0.0194; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 255: loss 0.0192; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 256: loss 0.0190; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 257: loss 0.0188; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 258: loss 0.0186; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 259: loss 0.0184; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 260: loss 0.0182; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 261: loss 0.0180; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 262: loss 0.0178; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 263: loss 0.0177; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 264: loss 0.0175; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 265: loss 0.0174; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 266: loss 0.0173; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 267: loss 0.0173; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 268: loss 0.0173; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 269: loss 0.0174; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 270: loss 0.0172; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 271: loss 0.0169; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 272: loss 0.0163; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 273: loss 0.0161; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 274: loss 0.0162; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 275: loss 0.0163; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 276: loss 0.0166; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 277: loss 0.0161; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 278: loss 0.0156; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 279: loss 0.0153; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 280: loss 0.0152; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 281: loss 0.0155; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 282: loss 0.0155; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 283: loss 0.0156; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 284: loss 0.0150; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 285: loss 0.0145; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 286: loss 0.0144; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 287: loss 0.0145; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 288: loss 0.0148; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 289: loss 0.0145; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 290: loss 0.0142; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 291: loss 0.0138; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 292: loss 0.0137; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 293: loss 0.0138; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 294: loss 0.0138; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 295: loss 0.0138; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 296: loss 0.0135; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 297: loss 0.0132; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 298: loss 0.0130; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 299: loss 0.0129; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 300: loss 0.0130; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 301: loss 0.0130; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 302: loss 0.0131; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 303: loss 0.0130; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 304: loss 0.0127; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 305: loss 0.0124; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 306: loss 0.0122; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 307: loss 0.0123; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 308: loss 0.0123; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 309: loss 0.0124; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 310: loss 0.0123; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 311: loss 0.0121; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 312: loss 0.0117; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 313: loss 0.0116; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 314: loss 0.0116; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 315: loss 0.0116; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 316: loss 0.0117; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 317: loss 0.0116; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 318: loss 0.0115; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 319: loss 0.0112; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 320: loss 0.0110; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 321: loss 0.0109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 322: loss 0.0109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 323: loss 0.0109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 324: loss 0.0109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 325: loss 0.0109; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 326: loss 0.0107; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 327: loss 0.0105; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 328: loss 0.0104; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 329: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 330: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 331: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 332: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 333: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 334: loss 0.0103; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 335: loss 0.0101; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 336: loss 0.0099; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 337: loss 0.0098; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 338: loss 0.0097; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 339: loss 0.0096; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 340: loss 0.0096; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 341: loss 0.0096; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 342: loss 0.0096; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 343: loss 0.0097; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 344: loss 0.0095; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 345: loss 0.0095; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 346: loss 0.0093; accuracy: 1.0000; best accuracy: 1.0000
--> Epoch 347: loss 0.0092; accuracy: 1.0000; best accuracy: 1.0000
